category,process_or_topic,unit,samples,total,average,minimum,maximum,time_type,avg_time_ms,min_time_ms,max_time_ms,avg_rate_mbps,improvement_pct,contribution_to_total_improvement_pct,change_if_feature_removed_pct,measurement,formula_or_note
traffic,HaLow realtime traffic,wire bytes,113,48244,426.9380530973451,176,4464,sender processing time,7.7434224976902515,2.013443946838379,13.579367637634277,,,,,measured,Exact ROS serialized message size; latency is sender processing time.
traffic,Wi-Fi sync traffic,wire bytes,4,22184,5546.0,4464,6013,sender processing time,8.6439768075943,5.659595966339111,13.668533325195312,,,,,measured,Exact ROS serialized message size; latency is sender processing time.
total,All transmitted traffic,wire bytes,117,70428,601.9487179487179,176,6013,sender processing time,7.774210679225432,2.013443946838379,13.668533325195312,,,,,measured,Total of all realtime and synchronization messages at sender.
pipeline,Raw point-cloud input,serialized bytes,113,41676321,368817.0,368817,368817,N/A,,,,,,,,measured,Exact CDR-serialized PointCloud2 size.
preprocessing,Range/validity filtering,points,113,577632,5111.787610619469,,,N/A,,,,,55.62684365781711,,,measured count,improvement = 100 × (raw_points - valid_points) / raw_points. No byte claim.
preprocessing,Voxelization,voxels,113,403308,3569.097345132743,,,N/A,,,,,30.179075951470832,,,measured count,improvement = 100 × (valid_points - unique_voxels) / valid_points. Units change from points to voxels; no byte claim.
preprocessing,Static-prior filtering,voxels removed,113,0,0.0,,,N/A,,,,,0.0,0.0,,measured count,contribution = static_removed / (static_removed + temporal_suppressed). Removal counterfactual is N/A without a paired ablation run.
preprocessing,Temporal delta suppression,voxels suppressed,113,388141,3434.8761061946902,,,N/A,,,,,96.23935057077965,100.0,,measured count,contribution = temporal_suppressed / (static_removed + temporal_suppressed). Removal counterfactual is N/A without a paired ablation run.
preprocessing,Selected voxel output,voxels,113,15167,134.2212389380531,,,N/A,,,,,,,,measured count,
compute overhead,Pose/transform resolution,milliseconds,113,,0.09290823004150812,0.03188199922442436,0.38784900307655334,measured compute time,0.09290823004150812,0.03188199922442436,0.38784900307655334,,,1.1998341827431123,,measured,Contribution = mean stage compute time / mean complete sender time. Time saved if removed is N/A; removing a stage can change downstream work and requires an ablation run.
compute overhead,"Point filtering, transform, and voxelization",milliseconds,113,,1.782093981198505,0.4532409906387329,3.3335859775543213,measured compute time,1.782093981198505,0.4532409906387329,3.3335859775543213,,,23.01429350820102,,measured,Contribution = mean stage compute time / mean complete sender time. Time saved if removed is N/A; removing a stage can change downstream work and requires an ablation run.
compute overhead,Occupancy classification and transmission selection,milliseconds,113,,0.7379080231210827,0.155022993683815,1.4003280401229858,measured compute time,0.7379080231210827,0.155022993683815,1.4003280401229858,,,9.529481612829336,,measured,Contribution = mean stage compute time / mean complete sender time. Time saved if removed is N/A; removing a stage can change downstream work and requires an ablation run.
compute overhead,Ray clearing and stale-cell cleanup,milliseconds,113,,4.659470411528528,1.0959110260009766,9.012041091918945,measured compute time,4.659470411528528,1.0959110260009766,9.012041091918945,,,60.173268511673996,,measured,Contribution = mean stage compute time / mean complete sender time. Time saved if removed is N/A; removing a stage can change downstream work and requires an ablation run.
compute overhead,Complete sender pipeline,milliseconds,113,,7.7434224976902515,2.013443946838379,13.579367637634277,measured compute time,7.7434224976902515,2.013443946838379,13.579367637634277,,,100.0,,measured,Contribution = mean stage compute time / mean complete sender time. Time saved if removed is N/A; removing a stage can change downstream work and requires an ablation run.
compression,SVD1 encoded input,payload bytes,113,63568,562.5486725663717,56,14438,N/A,,,,,,,,measured,Exact uncompressed SVD1 payload size before optional zstd.
compression,zstd compression,payload bytes,80,30789,384.8625,134,4344,measured compute time,0.10829928645398468,0.022929999977350235,1.0423669815063477,,48.4038007138907,0.06938586185472848,93.81272532397934,measured,improvement = (encoded-payload)/encoded; contribution = compression_savings/(raw-wire); removed change = (encoded-payload)/payload. Payload layer only; no wire-overhead estimate.
link,drone_to_humanoid_halow,Mbps,38,,0.012173689877320277,0.0,0.05459717661142349,network delivery latency,25.830915852596885,0.0,27.493213653564453,0.012173689877320277,,,,measured,Throughput is measured per link window; final measured cumulative transmitted bytes = 57826.
link,drone_to_humanoid_wifi,Mbps,38,,0.00475172600463817,0.0,0.04887431114912033,network delivery latency,9.184441039436742,0.0,9.788433074951172,0.00475172600463817,,,,measured,Throughput is measured per link window; final measured cumulative transmitted bytes = 22568.
total,All link metric windows,Mbps,76,,0.008462707940979223,0.0,0.05459717661142349,network delivery latency,17.507678446016815,0.0,27.493213653564453,0.008462707940979223,,,,measured,Unweighted aggregate across configured links and reporting windows.
delivery,All accepted receiver traffic,wire bytes,113,65097,576.0796460176991,176,6013,end-to-end delivery and decode time,17.07518875071433,4.369412899017334,28.152433395385742,,,,,measured,Exact receiver observations; end-to-end latency uses message timestamp plus decode time.
